Date,StoreID,ProductID,UnitsSold,Promotion,Holiday,Season
2026-06-10,Store_1016,Prod_006,3,0,0,Summer
2026-06-10,Store_1016,Prod_007,9,0,0,Summer
2026-06-10,Store_1016,Prod_008,5,0,0,Summer
2026-06-10,Store_1016,Prod_009,5,0,0,Summer
2026-06-10,Store_1016,Prod_010,3,0,0,Summer
2026-06-10,Store_1017,Prod_001,15,0,0,Summer
2026-06-10,Store_1017,Prod_002,18,0,0,Summer
2026-06-10,Store_1017,Prod_003,4,0,0,Summer
2026-06-10,Store_1017,Prod_004,13,0,0,Summer
2026-06-10,Store_1017,Prod_005,9,0,0,Summer
2026-06-10,Store_1017,Prod_006,2,0,0,Summer
2026-06-10,Store_1017,Prod_007,12,0,0,Summer
2026-06-10,Store_1017,Prod_008,8,0,0,Summer
2026-06-10,Store_1017,Prod_009,7,0,0,Summer
2026-06-10,Store_1017,Prod_010,8,0,0,Summer
2026-06-10,Store_1018,Prod_001,18,0,0,Summer
2026-06-10,Store_1018,Prod_002,7,0,0,Summer
2026-06-10,Store_1018,Prod_003,6,0,0,Summer
2026-06-10,Store_1018,Prod_004,1,0,0,Summer
2026-06-10,Store_1018,Prod_005,7,0,0,Summer
2026-06-10,Store_1018,Prod_006,1,0,0,Summer
2026-06-10,Store_1018,Prod_007,13,0,0,Summer
2026-06-10,Store_1018,Prod_008,1,0,0,Summer
2026-06-10,Store_1018,Prod_009,1,0,0,Summer
2026-06-10,Store_1018,Prod_010,7,0,0,Summer
2026-06-10,Store_1019,Prod_001,6,0,0,Summer
2026-06-10,Store_1019,Prod_002,18,0,0,Summer
2026-06-10,Store_1019,Prod_003,5,0,0,Summer
2026-06-10,Store_1019,Prod_004,12,0,0,Summer
2026-06-10,Store_1019,Prod_005,8,0,0,Summer
2026-06-10,Store_1019,Prod_006,3,0,0,Summer
2026-06-10,Store_1019,Prod_007,11,0,0,Summer
2026-06-10,Store_1019,Prod_008,3,0,0,Summer
2026-06-10,Store_1019,Prod_009,6,0,0,Summer
2026-06-10,Store_1019,Prod_010,6,0,0,Summer
2026-06-10,Store_1020,Prod_001,7,0,0,Summer
2026-06-10,Store_1020,Prod_002,11,0,0,Summer
2026-06-10,Store_1020,Prod_003,3,0,0,Summer
2026-06-10,Store_1020,Prod_004,12,0,0,Summer
2026-06-10,Store_1020,Prod_005,4,0,0,Summer
2026-06-10,Store_1020,Prod_006,1,0,0,Summer
2026-06-10,Store_1020,Prod_007,8,0,0,Summer
2026-06-10,Store_1020,Prod_008,7,0,0,Summer
2026-06-10,Store_1020,Prod_009,4,0,0,Summer
2026-06-10,Store_1020,Prod_010,6,0,0,Summer
2026-06-11,Store_1001,Prod_001,13,0,0,Summer
2026-06-11,Store_1001,Prod_002,5,0,0,Summer
2026-06-11,Store_1001,Prod_003,5,0,0,Summer
2026-06-11,Store_1001,Prod_004,10,0,0,Summer
2026-06-11,Store_1001,Prod_005,1,0,0,Summer
2026-06-11,Store_1001,Prod_006,4,0,0,Summer
2026-06-11,Store_1001,Prod_007,10,0,0,Summer
2026-06-11,Store_1001,Prod_008,2,0,0,Summer
2026-06-11,Store_1001,Prod_009,5,0,0,Summer
2026-06-11,Store_1001,Prod_010,1,0,0,Summer
2026-06-11,Store_1002,Prod_001,10,0,0,Summer
2026-06-11,Store_1002,Prod_002,10,0,0,Summer
2026-06-11,Store_1002,Prod_003,4,0,0,Summer
2026-06-11,Store_1002,Prod_004,12,0,0,Summer
2026-06-11,Store_1002,Prod_005,4,0,0,Summer
2026-06-11,Store_1002,Prod_006,8,0,0,Summer
2026-06-11,Store_1002,Prod_007,19,0,0,Summer
2026-06-11,Store_1002,Prod_008,8,0,0,Summer
2026-06-11,Store_1002,Prod_009,5,0,0,Summer
2026-06-11,Store_1002,Prod_010,4,0,0,Summer
2026-06-11,Store_1003,Prod_001,16,0,0,Summer
2026-06-11,Store_1003,Prod_002,17,0,0,Summer
2026-06-11,Store_1003,Prod_003,2,0,0,Summer
2026-06-11,Store_1003,Prod_004,4,0,0,Summer
2026-06-11,Store_1003,Prod_005,3,0,0,Summer
2026-06-11,Store_1003,Prod_006,4,0,0,Summer
2026-06-11,Store_1003,Prod_007,8,0,0,Summer
2026-06-11,Store_1003,Prod_008,5,0,0,Summer
2026-06-11,Store_1003,Prod_009,4,0,0,Summer
2026-06-11,Store_1003,Prod_010,8,0,0,Summer
2026-06-11,Store_1004,Prod_001,10,0,0,Summer
2026-06-11,Store_1004,Prod_002,10,0,0,Summer
2026-06-11,Store_1004,Prod_003,8,0,0,Summer
2026-06-11,Store_1004,Prod_004,10,0,0,Summer
2026-06-11,Store_1004,Prod_005,8,0,0,Summer
2026-06-11,Store_1004,Prod_006,2,0,0,Summer
2026-06-11,Store_1004,Prod_007,13,0,0,Summer
2026-06-11,Store_1004,Prod_008,1,0,0,Summer
2026-06-11,Store_1004,Prod_009,8,0,0,Summer
2026-06-11,Store_1004,Prod_010,4,0,0,Summer
2026-06-11,Store_1005,Prod_001,8,0,0,Summer
2026-06-11,Store_1005,Prod_002,9,0,0,Summer
2026-06-11,Store_1005,Prod_003,8,0,0,Summer
2026-06-11,Store_1005,Prod_004,7,0,0,Summer
2026-06-11,Store_1005,Prod_005,8,0,0,Summer
2026-06-11,Store_1005,Prod_006,1,0,0,Summer
2026-06-11,Store_1005,Prod_007,16,0,0,Summer
2026-06-11,Store_1005,Prod_008,9,0,0,Summer
2026-06-11,Store_1005,Prod_009,6,0,0,Summer
2026-06-11,Store_1005,Prod_010,3,0,0,Summer
2026-06-11,Store_1006,Prod_001,17,0,0,Summer
2026-06-11,Store_1006,Prod_002,18,0,0,Summer
2026-06-11,Store_1006,Prod_003,8,0,0,Summer
2026-06-11,Store_1006,Prod_004,13,0,0,Summer
2026-06-11,Store_1006,Prod_005,6,0,0,Summer
2026-06-11,Store_1006,Prod_006,7,0,0,Summer
2026-06-11,Store_1006,Prod_007,5,0,0,Summer
2026-06-11,Store_1006,Prod_008,5,0,0,Summer
2026-06-11,Store_1006,Prod_009,5,0,0,Summer
2026-06-11,Store_1006,Prod_010,4,0,0,Summer
2026-06-11,Store_1007,Prod_001,10,0,0,Summer
2026-06-11,Store_1007,Prod_002,11,0,0,Summer
2026-06-11,Store_1007,Prod_003,9,0,0,Summer
2026-06-11,Store_1007,Prod_004,1,0,0,Summer
2026-06-11,Store_1007,Prod_005,6,0,0,Summer
2026-06-11,Store_1007,Prod_006,7,0,0,Summer
2026-06-11,Store_1007,Prod_007,7,0,0,Summer
2026-06-11,Store_1007,Prod_008,8,0,0,Summer
2026-06-11,Store_1007,Prod_009,5,0,0,Summer
2026-06-11,Store_1007,Prod_010,9,0,0,Summer
2026-06-11,Store_1008,Prod_001,9,0,0,Summer
2026-06-11,Store_1008,Prod_002,13,0,0,Summer
2026-06-11,Store_1008,Prod_003,4,0,0,Summer
2026-06-11,Store_1008,Prod_004,13,0,0,Summer
2026-06-11,Store_1008,Prod_005,5,0,0,Summer
2026-06-11,Store_1008,Prod_006,9,0,0,Summer
2026-06-11,Store_1008,Prod_007,7,0,0,Summer
2026-06-11,Store_1008,Prod_008,4,0,0,Summer
2026-06-11,Store_1008,Prod_009,9,0,0,Summer
2026-06-11,Store_1008,Prod_010,6,0,0,Summer
2026-06-11,Store_1009,Prod_001,6,0,0,Summer
2026-06-11,Store_1009,Prod_002,11,0,0,Summer
2026-06-11,Store_1009,Prod_003,2,0,0,Summer
2026-06-11,Store_1009,Prod_004,3,0,0,Summer
2026-06-11,Store_1009,Prod_005,1,0,0,Summer
2026-06-11,Store_1009,Prod_006,3,0,0,Summer
2026-06-11,Store_1009,Prod_007,10,0,0,Summer
2026-06-11,Store_1009,Prod_008,8,0,0,Summer
2026-06-11,Store_1009,Prod_009,9,0,0,Summer
2026-06-11,Store_1009,Prod_010,7,0,0,Summer
2026-06-11,Store_1010,Prod_001,8,0,0,Summer
2026-06-11,Store_1010,Prod_002,10,0,0,Summer
2026-06-11,Store_1010,Prod_003,5,0,0,Summer
2026-06-11,Store_1010,Prod_004,12,0,0,Summer
2026-06-11,Store_1010,Prod_005,1,0,0,Summer
2026-06-11,Store_1010,Prod_006,1,0,0,Summer
2026-06-11,Store_1010,Prod_007,17,0,0,Summer
2026-06-11,Store_1010,Prod_008,6,0,0,Summer
2026-06-11,Store_1010,Prod_009,2,0,0,Summer
2026-06-11,Store_1010,Prod_010,5,0,0,Summer
2026-06-11,Store_1011,Prod_001,5,0,0,Summer
2026-06-11,Store_1011,Prod_002,11,0,0,Summer
2026-06-11,Store_1011,Prod_003,1,0,0,Summer
2026-06-11,Store_1011,Prod_004,6,0,0,Summer
2026-06-11,Store_1011,Prod_005,9,0,0,Summer
2026-06-11,Store_1011,Prod_006,1,0,0,Summer
2026-06-11,Store_1011,Prod_007,8,0,0,Summer
2026-06-11,Store_1011,Prod_008,6,0,0,Summer
2026-06-11,Store_1011,Prod_009,6,0,0,Summer
2026-06-11,Store_1011,Prod_010,8,0,0,Summer
2026-06-11,Store_1012,Prod_001,5,0,0,Summer
2026-06-11,Store_1012,Prod_002,11,0,0,Summer
2026-06-11,Store_1012,Prod_003,1,0,0,Summer
2026-06-11,Store_1012,Prod_004,10,0,0,Summer
2026-06-11,Store_1012,Prod_005,3,0,0,Summer
2026-06-11,Store_1012,Prod_006,8,0,0,Summer
2026-06-11,Store_1012,Prod_007,7,0,0,Summer
2026-06-11,Store_1012,Prod_008,1,0,0,Summer
2026-06-11,Store_1012,Prod_009,8,0,0,Summer
2026-06-11,Store_1012,Prod_010,3,0,0,Summer
2026-06-11,Store_1013,Prod_001,6,0,0,Summer
2026-06-11,Store_1013,Prod_002,5,0,0,Summer
2026-06-11,Store_1013,Prod_003,3,0,0,Summer
2026-06-11,Store_1013,Prod_004,3,0,0,Summer
2026-06-11,Store_1013,Prod_005,2,0,0,Summer
2026-06-11,Store_1013,Prod_006,6,0,0,Summer
2026-06-11,Store_1013,Prod_007,16,0,0,Summer
2026-06-11,Store_1013,Prod_008,1,0,0,Summer
2026-06-11,Store_1013,Prod_009,2,0,0,Summer
2026-06-11,Store_1013,Prod_010,6,0,0,Summer
2026-06-11,Store_1014,Prod_001,7,0,0,Summer
2026-06-11,Store_1014,Prod_002,19,0,0,Summer
2026-06-11,Store_1014,Prod_003,4,0,0,Summer
2026-06-11,Store_1014,Prod_004,1,0,0,Summer
2026-06-11,Store_1014,Prod_005,8,0,0,Summer
2026-06-11,Store_1014,Prod_006,7,0,0,Summer
2026-06-11,Store_1014,Prod_007,11,0,0,Summer
2026-06-11,Store_1014,Prod_008,3,0,0,Summer
2026-06-11,Store_1014,Prod_009,3,0,0,Summer
2026-06-11,Store_1014,Prod_010,2,0,0,Summer
2026-06-11,Store_1015,Prod_001,16,0,0,Summer
2026-06-11,Store_1015,Prod_002,5,0,0,Summer
2026-06-11,Store_1015,Prod_003,7,0,0,Summer
2026-06-11,Store_1015,Prod_004,10,0,0,Summer
2026-06-11,Store_1015,Prod_005,2,0,0,Summer
2026-06-11,Store_1015,Prod_006,7,0,0,Summer
2026-06-11,Store_1015,Prod_007,17,0,0,Summer
2026-06-11,Store_1015,Prod_008,8,0,0,Summer
2026-06-11,Store_1015,Prod_009,1,0,0,Summer
2026-06-11,Store_1015,Prod_010,9,0,0,Summer
2026-06-11,Store_1016,Prod_001,11,0,0,Summer
2026-06-11,Store_1016,Prod_002,7,0,0,Summer
2026-06-11,Store_1016,Prod_003,8,0,0,Summer
2026-06-11,Store_1016,Prod_004,10,0,0,Summer
2026-06-11,Store_1016,Prod_005,8,0,0,Summer
2026-06-11,Store_1016,Prod_006,6,0,0,Summer
2026-06-11,Store_1016,Prod_007,13,0,0,Summer
2026-06-11,Store_1016,Prod_008,5,0,0,Summer
2026-06-11,Store_1016,Prod_009,3,0,0,Summer
2026-06-11,Store_1016,Prod_010,3,0,0,Summer
2026-06-11,Store_1017,Prod_001,5,0,0,Summer
2026-06-11,Store_1017,Prod_002,16,0,0,Summer
2026-06-11,Store_1017,Prod_003,8,0,0,Summer
2026-06-11,Store_1017,Prod_004,3,0,0,Summer
2026-06-11,Store_1017,Prod_005,3,0,0,Summer
2026-06-11,Store_1017,Prod_006,8,0,0,Summer
2026-06-11,Store_1017,Prod_007,18,0,0,Summer
2026-06-11,Store_1017,Prod_008,8,0,0,Summer
2026-06-11,Store_1017,Prod_009,4,0,0,Summer
2026-06-11,Store_1017,Prod_010,4,0,0,Summer
2026-06-11,Store_1018,Prod_001,9,0,0,Summer
2026-06-11,Store_1018,Prod_002,10,0,0,Summer
2026-06-11,Store_1018,Prod_003,5,0,0,Summer
2026-06-11,Store_1018,Prod_004,10,0,0,Summer
2026-06-11,Store_1018,Prod_005,2,0,0,Summer
2026-06-11,Store_1018,Prod_006,7,0,0,Summer
2026-06-11,Store_1018,Prod_007,14,0,0,Summer
2026-06-11,Store_1018,Prod_008,7,0,0,Summer
2026-06-11,Store_1018,Prod_009,1,0,0,Summer
2026-06-11,Store_1018,Prod_010,7,0,0,Summer
2026-06-11,Store_1019,Prod_001,9,0,0,Summer
2026-06-11,Store_1019,Prod_002,7,0,0,Summer
2026-06-11,Store_1019,Prod_003,3,0,0,Summer
2026-06-11,Store_1019,Prod_004,6,0,0,Summer
2026-06-11,Store_1019,Prod_005,2,0,0,Summer
2026-06-11,Store_1019,Prod_006,2,0,0,Summer
2026-06-11,Store_1019,Prod_007,5,0,0,Summer
2026-06-11,Store_1019,Prod_008,5,0,0,Summer
2026-06-11,Store_1019,Prod_009,4,0,0,Summer
2026-06-11,Store_1019,Prod_010,2,0,0,Summer
2026-06-11,Store_1020,Prod_001,7,0,0,Summer
2026-06-11,Store_1020,Prod_002,11,0,0,Summer
2026-06-11,Store_1020,Prod_003,7,0,0,Summer
2026-06-11,Store_1020,Prod_004,6,0,0,Summer
2026-06-11,Store_1020,Prod_005,5,0,0,Summer
2026-06-11,Store_1020,Prod_006,5,0,0,Summer
2026-06-11,Store_1020,Prod_007,10,0,0,Summer
2026-06-11,Store_1020,Prod_008,9,0,0,Summer
2026-06-11,Store_1020,Prod_009,2,0,0,Summer
2026-06-11,Store_1020,Prod_010,5,0,0,Summer
2026-06-12,Store_1001,Prod_001,16,0,0,Summer
2026-06-12,Store_1001,Prod_002,7,0,0,Summer
2026-06-12,Store_1001,Prod_003,4,0,0,Summer
2026-06-12,Store_1001,Prod_004,9,0,0,Summer
2026-06-12,Store_1001,Prod_005,8,0,0,Summer
2026-06-12,Store_1001,Prod_006,1,0,0,Summer
2026-06-12,Store_1001,Prod_007,14,0,0,Summer
2026-06-12,Store_1001,Prod_008,8,0,0,Summer
2026-06-12,Store_1001,Prod_009,7,0,0,Summer
2026-06-12,Store_1001,Prod_010,1,0,0,Summer
2026-06-12,Store_1002,Prod_001,6,0,0,Summer
2026-06-12,Store_1002,Prod_002,7,0,0,Summer
2026-06-12,Store_1002,Prod_003,1,0,0,Summer
2026-06-12,Store_1002,Prod_004,13,0,0,Summer
2026-06-12,Store_1002,Prod_005,8,0,0,Summer
2026-06-12,Store_1002,Prod_006,2,0,0,Summer
2026-06-12,Store_1002,Prod_007,17,0,0,Summer
2026-06-12,Store_1002,Prod_008,9,0,0,Summer
2026-06-12,Store_1002,Prod_009,7,0,0,Summer
2026-06-12,Store_1002,Prod_010,9,0,0,Summer
2026-06-12,Store_1003,Prod_001,10,0,0,Summer
2026-06-12,Store_1003,Prod_002,10,0,0,Summer
2026-06-12,Store_1003,Prod_003,4,0,0,Summer
2026-06-12,Store_1003,Prod_004,3,0,0,Summer
2026-06-12,Store_1003,Prod_005,7,0,0,Summer
2026-06-12,Store_1003,Prod_006,5,0,0,Summer
2026-06-12,Store_1003,Prod_007,15,0,0,Summer
2026-06-12,Store_1003,Prod_008,6,0,0,Summer
2026-06-12,Store_1003,Prod_009,2,0,0,Summer
2026-06-12,Store_1003,Prod_010,5,0,0,Summer
2026-06-12,Store_1004,Prod_001,14,0,0,Summer
2026-06-12,Store_1004,Prod_002,8,0,0,Summer
2026-06-12,Store_1004,Prod_003,9,0,0,Summer
2026-06-12,Store_1004,Prod_004,9,0,0,Summer
2026-06-12,Store_1004,Prod_005,2,0,0,Summer
2026-06-12,Store_1004,Prod_006,1,0,0,Summer
2026-06-12,Store_1004,Prod_007,9,0,0,Summer
2026-06-12,Store_1004,Prod_008,9,0,0,Summer
2026-06-12,Store_1004,Prod_009,6,0,0,Summer
2026-06-12,Store_1004,Prod_010,7,0,0,Summer
2026-06-12,Store_1005,Prod_001,9,0,0,Summer
2026-06-12,Store_1005,Prod_002,14,0,0,Summer
2026-06-12,Store_1005,Prod_003,6,0,0,Summer
2026-06-12,Store_1005,Prod_004,7,0,0,Summer
2026-06-12,Store_1005,Prod_005,9,0,0,Summer
2026-06-12,Store_1005,Prod_006,6,0,0,Summer
2026-06-12,Store_1005,Prod_007,15,0,0,Summer
2026-06-12,Store_1005,Prod_008,8,0,0,Summer
2026-06-12,Store_1005,Prod_009,2,0,0,Summer
2026-06-12,Store_1005,Prod_010,9,0,0,Summer
2026-06-12,Store_1006,Prod_001,9,0,0,Summer
2026-06-12,Store_1006,Prod_002,11,0,0,Summer
2026-06-12,Store_1006,Prod_003,1,0,0,Summer
2026-06-12,Store_1006,Prod_004,7,0,0,Summer
2026-06-12,Store_1006,Prod_005,2,0,0,Summer
2026-06-12,Store_1006,Prod_006,6,0,0,Summer
2026-06-12,Store_1006,Prod_007,15,0,0,Summer
2026-06-12,Store_1006,Prod_008,1,0,0,Summer
2026-06-12,Store_1006,Prod_009,3,0,0,Summer
2026-06-12,Store_1006,Prod_010,5,0,0,Summer
2026-06-12,Store_1007,Prod_001,8,0,0,Summer
2026-06-12,Store_1007,Prod_002,7,0,0,Summer
2026-06-12,Store_1007,Prod_003,5,0,0,Summer
2026-06-12,Store_1007,Prod_004,12,0,0,Summer
2026-06-12,Store_1007,Prod_005,4,0,0,Summer
2026-06-12,Store_1007,Prod_006,1,0,0,Summer
2026-06-12,Store_1007,Prod_007,15,0,0,Summer
2026-06-12,Store_1007,Prod_008,7,0,0,Summer
2026-06-12,Store_1007,Prod_009,8,0,0,Summer
2026-06-12,Store_1007,Prod_010,3,0,0,Summer
2026-06-12,Store_1008,Prod_001,10,0,0,Summer
2026-06-12,Store_1008,Prod_002,6,0,0,Summer
2026-06-12,Store_1008,Prod_003,7,0,0,Summer
2026-06-12,Store_1008,Prod_004,12,0,0,Summer
2026-06-12,Store_1008,Prod_005,6,0,0,Summer
2026-06-12,Store_1008,Prod_006,6,0,0,Summer
2026-06-12,Store_1008,Prod_007,9,0,0,Summer
2026-06-12,Store_1008,Prod_008,8,0,0,Summer
2026-06-12,Store_1008,Prod_009,1,0,0,Summer
2026-06-12,Store_1008,Prod_010,4,0,0,Summer
